Food Type,Name,Opening Hours,Google Maps Link
,Makan Pagi by Fizzy Cafe,"Mon 07:00-14:00, 18:00-02:00; Tue 07:00-14:00, 18:00-02:00; Wed 07:00-14:00, 18:00-02:00; Thu 07:00-14:00, 18:00-02:00; Fri 07:00-14:00, 18:00-02:00; Sat 07:00-14:00, 18:00-02:00; Sun 07:00-14:00, 18:00-02:00","https://www.google.com/maps/place/Makan+Pagi+by+Fizzy+Cafe/@5.4166863,100.3280587,17z/data=!3m1!4b1!4m6!3m5!1s0x304ac3c98fa208c3:0x4f40f12761456ab0!8m2!3d5.4166863!4d100.330639!16s/g/11l6y3kg_2?entry=ttu&g_ep=EgoyMDI2MDUxMi4wIKXMDSoASAFQAw=="
Dessert,Padang Brown Nyonya Kuih,Mon 12:00-17:00; Tue 12:00-17:00; Wed Closed; Thu Closed; Fri 12:00-17:00; Sat 12:00-17:00; Sun 12:00-17:00,"https://www.google.com/maps/place/Padang+Brown+Nyonya+Kuih/@5.4141382,100.3165742,17z/data=!3m1!4b1!4m6!3m5!1s0x304ac3a5b867cf9f:0x9be67e939b00efc4!8m2!3d5.4141382!4d100.3165742!16s/g/11trwmk_m_?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,娘惹食坊,Mon Closed; Tue 07:20-17:00; Wed 07:20-17:00; Thu 07:20-17:00; Fri 07:20-17:00; Sat 07:20-17:00; Sun 07:20-17:00,"https://www.google.com/maps/place/娘惹食坊/@5.4072689,100.3286557,17z/data=!3m1!4b1!4m6!3m5!1s0x304ac37e4fd91bc7:0xd1b6f6f946204319!8m2!3d5.4072689!4d100.3286557!16s/g/11kqhzrhgn?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,莉兒娘惹糕點,Mon 07:30-16:30; Tue 07:30-16:30; Wed 07:30-16:30; Thu Closed; Fri 07:30-16:30; Sat 07:30-16:30; Sun 07:30-16:30,"https://www.google.com/maps/place/莉兒娘惹糕點/@5.431037,100.3122014,17z/data=!3m1!4b1!4m6!3m5!1s0x304ac3a9d8aed937:0xe20fe71752fb451!8m2!3d5.431037!4d100.3122014!16s/g/11dxdjl6qb?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,Ban Chang Kuih Tan Hou Shen,Mon 07:30-12:00; Tue 07:30-12:00; Wed 07:30-12:00; Thu 07:30-12:00; Fri 07:30-12:00; Sat 07:30-12:00; Sun 07:30-12:00,"https://www.google.com/maps/place/Ban+Chang+Kuih+Tan+Hou+Shen/@5.430337,100.3126719,17z/data=!3m1!4b1!4m6!3m5!1s0x304ac3a9b37ece79:0xdf4419f647402566!8m2!3d5.430337!4d100.3126719!16s/g/11t736nvj_?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,曼煎糕,Mon 07:00-17:00; Tue 07:00-17:00; Wed 07:00-17:00; Thu 07:00-17:00; Fri 07:00-17:00; Sat 07:00-17:00; Sun 07:00-17:00,"https://www.google.com/maps/place/曼煎糕/@5.4072582,100.3280497,18.18z/data=!4m6!3m5!1s0x304ac300a38257d9:0xbbd5c143a89b836f!8m2!3d5.407522!4d100.3291879!16s/g/11v116nhk3?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,四囍糖水,Mon 18:00-23:00; Tue 18:00-23:00; Wed Closed; Thu 18:00-23:00; Fri 18:00-00:00; Sat 18:00-00:00; Sun 18:00-00:00,"https://www.google.com/maps/place/四囍糖水/@5.4120341,100.3301573,17z/data=!3m1!4b1!4m6!3m5!1s0x304ac36e2e82cf91:0x55e0bba70c38ea34!8m2!3d5.4120341!4d100.3301573!16s/g/11t_zkvbgr?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,Buono Gelato,Mon 12:00-22:00; Tue Closed; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,"https://www.google.com/maps/place/Buono+Gelato/@5.4186603,100.3293969,17.31z/data=!4m6!3m5!1s0x304ac30ae6ed0af1:0xf0e14c1c686c439c!8m2!3d5.4185865!4d100.3325813!16s/g/11ywblx67t?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,Shin Shin Gelato,Mon 12:00-23:30; Tue 12:00-23:30; Wed 12:00-23:30; Thu 12:00-23:30; Fri 12:00-23:30; Sat 12:00-23:30; Sun 12:00-23:30,"https://www.google.com/maps/place/Shin+Shin+Gelato/@5.418693,100.3365187,17z/data=!3m1!4b1!4m6!3m5!1s0x304ac30064bd82e7:0x9207ef078f6b9e48!8m2!3d5.418693!4d100.3365187!16s/g/11lnp1kx8d?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,亞榮油炸粿油條西施,Mon Closed; Tue 06:00-12:00; Wed Unknown; Thu 06:00-12:00; Fri 06:00-12:00; Sat 06:00-12:00; Sun 06:00-12:00,"https://www.google.com/maps/place/亞榮油炸粿+油條西施/@5.4152334,100.3346006,17z/data=!3m1!4b1!4m6!3m5!1s0x304ac3a7f17ffa7d:0x8917ec4c709c345b!8m2!3d5.4152334!4d100.3346006!16s/g/11w4v182wp?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,古早味炸香蕉年糕,Mon Closed; Tue 14:30-19:00; Wed 14:30-19:00; Thu 14:30-19:00; Fri 14:30-19:00; Sat 14:30-19:00; Sun Closed,"https://www.google.com/maps/place/古早味炸香蕉年糕/@5.4113314,100.336418,17z/data=!3m1!4b1!4m6!3m5!1s0x304ac38d7e4cad4f:0x7ed7cf33884d3801!8m2!3d5.4113314!4d100.336418!16s/g/11g8wh1847?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,Penang Road Famous Teochew Chendul,Mon 09:00-18:00; Tue 09:00-18:00; Wed 09:00-18:00; Thu 09:00-18:00; Fri 09:00-18:00; Sat 09:00-18:00; Sun 09:00-18:00,"https://www.google.com/maps/place/Penang+Road+Famous+Teochew+Chendul/@5.4148244,100.3318141,16.21z/data=!4m6!3m5!1s0x304ac396f08ab391:0x1aa1f039a9d940ba!8m2!3d5.4169132!4d100.3309194!16s/g/12qfgmhjl?entry=ttu&g_ep=EgoyMDI2MDUxMi4wIKXMDSoASAFQAw=="
Coffee,Lunabar Coffee,Mon Closed; Tue Closed; Wed 08:00-16:00; Thu 08:00-16:00; Fri 08:00-16:00; Sat 09:00-17:00; Sun 09:00-17:00,"https://www.google.com/maps/place/Lunabar+Coffee/@5.4191643,100.3258402,15z/data=!4m6!3m5!1s0x304ac39bcfeda2cf:0xc3776be3c8d430e2!8m2!3d5.4229673!4d100.3244094!16s/g/11bxfr1lr_?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,ORCABREW,Mon 09:00-17:00; Tue 09:00-17:00; Wed Closed; Thu Closed; Fri 09:00-17:00; Sat Closed; Sun Closed,"https://www.google.com/maps/place/ORCABREW/@5.4191643,100.3258402,15z/data=!4m6!3m5!1s0x304ac30bc271a7a7:0xeefcb326499fb1a8!8m2!3d5.4218547!4d100.3266063!16s/g/11sw6ftqfw?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,Norm Micro Roastery,Mon 09:30-18:00; Tue 09:30-18:00; Wed 09:30-18:00; Thu 09:30-18:00; Fri 09:30-18:00; Sat 09:30-18:00; Sun 09:30-18:00,"https://www.google.com/maps/place/Norm+Micro+Roastery/@5.4192996,100.3268269,15z/data=!4m6!3m5!1s0x304ac39b6dab8a99:0x14a73529f2fc1274!8m2!3d5.4168813!4d100.342897!16s/g/11h5mftntk?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,The Alley,Mon 10:00-18:00; Tue 10:00-18:00; Wed 10:00-18:00; Thu 10:00-18:00; Fri 10:00-18:00; Sat 10:00-18:00; Sun 10:00-18:00,"https://www.google.com/maps/place/The+Alley,+5+Stewart+Lane/@5.4192996,100.3268269,15z/data=!4m6!3m5!1s0x304ac38fd7748be3:0xc3f61bcab81cfde4!8m2!3d5.4185054!4d100.3384157!16s/g/11b6bbyhjm?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,Narrow Marroe,Mon 15:00-23:00; Tue Closed; Wed Closed; Thu 15:00-23:00; Fri 15:00-23:00; Sat 15:00-23:00; Sun 15:00-23:00,"https://www.google.com/maps/place/Narrow+Marrow/@5.4192996,100.3268269,15z/data=!4m6!3m5!1s0x304ac393f15e4765:0x289b200159c1f725!8m2!3d5.4137967!4d100.3376003!16s/g/11b7lmr4v3?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,Starbright,Mon 08:00-18:00; Tue 08:00-18:00; Wed 08:00-18:00; Thu Closed; Fri 08:00-18:00; Sat 08:00-18:00; Sun 08:00-18:00,"https://www.google.com/maps/place/STARBRIGHT+COFFEE/@5.4180027,100.3280673,15z/data=!4m6!3m5!1s0x304ac3950860fb3d:0xf62dfaec6e7ab0fe!8m2!3d5.4126559!4d100.3291206!16s/g/11fxvfv0ft?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,Sweet bar,Mon 09:00-18:00; Tue Closed; Wed Closed; Thu 09:00-18:00; Fri 09:00-18:00; Sat 09:00-18:00; Sun 09:00-18:00,"https://www.google.com/maps/place/Sweetbar+Cafe/@5.4180027,100.3280673,15z/data=!4m6!3m5!1s0x304ac324ad7ff989:0x9026a05a06bba6b5!8m2!3d5.4102037!4d100.3305067!16s/g/11tjf57myn?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,Alight,Mon 08:30-19:00; Tue 08:30-19:00; Wed 08:30-19:00; Thu 08:30-19:00; Fri 08:30-19:00; Sat 08:30-19:00; Sun 08:30-19:00,"https://www.google.com/maps/place/Alight+Coffee+(George+Town)/@5.4090695,100.327633,14z/data=!4m6!3m5!1s0x304ac3b2fa9fd283:0x160a29a4020f19d5!8m2!3d5.4133506!4d100.333887!16s/g/11xtytl_xz?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
魚頭米粉,義蓮鱼头米粉 Green Tomyam,Mon 18:00-22:00; Tue Closed; Wed Closed; Thu 18:00-22:00; Fri 18:00-22:00; Sat 18:00-22:00; Sun 18:00-22:00,"https://www.google.com/maps/place/義蓮鱼头米粉+Green+Tomyam/@5.4229231,100.3407113,17z/data=!3m1!4b1!4m6!3m5!1s0x304ac32e1673a131:0x5af0daabe07b9f8!8m2!3d5.4229231!4d100.3407113!16s/g/11jhvqjt6p?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,鄉下魚頭米粉,Mon 11:30-23:30; Tue 11:30-23:30; Wed 11:30-00:00; Thu 11:30-23:30; Fri 11:30-23:30; Sat 11:30-23:30; Sun 11:30-23:30,"https://www.google.com/maps/place/鄉下魚頭米粉/@5.4114036,100.3369154,17z/data=!3m1!4b1!4m6!3m5!1s0x304ac392c04fac21:0x127dd707d8638dfc!8m2!3d5.4114036!4d100.3369154!16s/g/11b6tmp1hw?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
Wantan Mee,雲吞面之家,Mon 06:00-16:00; Tue 06:00-16:00; Wed 06:00-16:00; Thu Closed; Fri 06:00-16:00; Sat 06:00-16:00; Sun 06:00-16:00,"https://www.google.com/maps/place/雲吞面之家/@5.4305721,100.3125374,17z/data=!3m1!4b1!4m6!3m5!1s0x304ac3a9d03ddbcf:0xe47056d7dcf0b440!8m2!3d5.4305721!4d100.3125374!16s/g/11c30vkz43?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
Porridge,New Day Porridge,Mon 17:00-23:00; Tue Closed; Wed 17:00-23:00; Thu 17:00-23:00; Fri 17:00-23:00; Sat 17:00-23:00; Sun 17:00-23:00,"https://www.google.com/maps/place/New+Day+Porridge/@5.416693,100.3247475,17z/data=!3m1!4b1!4m6!3m5!1s0x304ac3bdb5b119e5:0xb685980710d38974!8m2!3d5.416693!4d100.3247475!16s/g/11bbrm0g20?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
,勝友飯粥,Mon Closed; Tue 18:00-01:00; Wed 18:00-01:00; Thu 18:00-01:00; Fri 18:00-01:00; Sat 18:00-01:00; Sun 18:00-01:00,"https://www.google.com/maps/place/勝友飯粥/@5.4166469,100.3246481,18.31z/data=!3m1!5s0x304ac3bc4a90b991:0xceabd100acdb6d20!4m6!3m5!1s0x304ac3e63f440ef5:0x2578ab65706cbe84!8m2!3d5.4167085!4d100.3244579!16s/g/11g0lgs37c?entry=ttu&g_ep=EgoyMDI2MDUxMi4wIKXMDSoASAFQAw=="
,Kedai Makanan Liang Seng,Mon 06:45-14:30; Tue Closed; Wed Closed; Thu 06:45-14:30; Fri 06:45-14:30; Sat 06:45-14:30; Sun 06:45-14:30,"https://www.google.com/maps/place/Kedai+Makanan+Liang+Seng+(蠔干粥)/@5.3984902,100.323498,15z/data=!4m6!3m5!1s0x304ac3d1b559eafd:0xf831b403eb6ccf0!8m2!3d5.3985943!4d100.3131872!16s/g/11csszbxl6?entry=ttu&g_ep=EgoyMDI2MDUxMi4wIKXMDSoASAFQAw=="
港點,富二代,Mon 06:30-14:00; Tue 06:30-14:00; Wed 06:30-14:00; Thu 06:30-14:00; Fri 06:30-14:00; Sat 06:30-14:00; Sun 06:30-14:00,"https://www.google.com/maps/place/富二代/@5.4230499,100.3319434,18.99z/data=!4m6!3m5!1s0x304ac3997e69a6ad:0x769f950d416938d7!8m2!3d5.4230494!4d100.3325735!16s/g/11btrrr09r?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw=="
Other,洪火爐餐館,"Mon 12:00-14:30, 18:00-20:30; Tue 12:00-14:30, 18:00-20:30; Wed Closed; Thu 12:00-14:30, 18:00-20:30; Fri 12:00-14:30, 18:00-20:30; Sat 12:00-14:30, 18:00-20:30; Sun 12:00-14:30, 18:00-20:30","https://www.google.com/maps/place/洪火爐餐館/@5.4076879,100.3277043,17.17z/data=!4m14!1m7!3m6!1s0x304ac348a3253cf5:0x27473b048e523c4d!2z6aOO6L2m6Lev54KS57Gz5Y-w55uu77yM54KS6bq657q_!8m2!3d5.4129819!4d100.3281681!16s/g/11fk54ljx4!3m5!1s0x304ac3ea7729a9cb:0xc82e9a5cb15b453b!8m2!3d5.4068247!4d100.3276567!16s/g/11btrr7flp?entry=ttu&g_ep=EgoyMDI2MDUxMi4wIKXMDSoASAFQAw=="
